grain_ID,grain_R,grain_asp_small,grain_asp,KDE_radius,KDE_radius frequency,KDE_grainasp,KDE_asp,Volume
1,6.198661324,0.359010037,2.785437442,-0.340118503,8.2082E-05,0.094135573,0.865134133,-0.164808416
2,8.200058163,0.215557141,4.639141128,0.80621085,0.000713859,0.103961557,0.920479927,2.195000003
3,4.383115457,0.664498938,1.504893301,1.952540203,0.003457141,0.11378754,0.975825722,31.18089406
4,5.368198176,0.465571058,2.147899839,3.098869556,0.009840135,0.123613524,1.031171517,124.6517832
5,6.498585161,0.315731282,3.167250305,4.245198909,0.017861048,0.133439507,1.086517312,320.4665767
6,5.368198176,0.465571058,2.147899839,5.391528262,0.023568733,0.143265491,1.141863106,656.4841841
7,4.383115457,0.664498938,1.504893301,6.537857615,0.026490318,0.153091474,1.197208901,1170.563515
8,4.604469339,0.739474591,1.352311508,7.684186968,0.028455266,0.162917458,1.252554696,1900.563478
9,5.368198176,0.465571058,2.147899839,8.830516321,0.03048036,0.172743441,1.30790049,2884.342983
10,4.383115457,0.664498938,1.504893301,9.976845674,0.032663357,0.182569425,1.363246285,4159.76094
11,4.383115457,0.664498938,1.504893301,11.12317503,0.03455715,0.192395408,1.41859208,5764.676262
12,6.930314045,0.293420312,3.40808035,12.26950438,0.035827948,0.202221392,1.473937875,7736.947845
13,4.383115457,0.664498938,1.504893301,13.41583373,0.036759672,0.212047375,1.529283669,10114.43461
14,8.479533845,0.461345154,2.167574517,14.56216309,0.037576002,0.221873359,1.584629464,12934.99548
15,7.37149215,0.504687392,1.981424573,15.70849244,0.03817107,0.231699342,1.639975259,16236.48933
16,7.37149215,0.504687392,1.981424573,16.85482179,0.038385731,0.241525326,1.695321053,20056.77508
17,7.37149215,0.565305554,1.768954848,18.00115114,0.037928401,0.251351309,1.750666848,24433.71165
18,8.576164506,0.349745708,2.859220218,19.1474805,0.036774328,0.261177293,1.806012643,29405.15798
19,7.37149215,0.565305554,1.768954848,20.29380985,0.035293146,0.271003276,1.861358437,35008.97291
20,8.576164506,0.343682261,2.909664285,21.4401392,0.033514112,0.28082926,1.916704232,41283.01538
21,9.953488961,0.323976511,3.086643522,22.58646856,0.031433168,0.290655243,1.972050027,48265.14436
22,5.55040435,0.791095807,1.264069398,23.73279791,0.029358932,0.300481226,2.027395822,55993.21865
23,5.786111995,0.491390014,2.035043391,24.87912726,0.02731503,0.31030721,2.082741616,64505.09721
24,14.74463933,0.301575757,3.315916401,26.02545662,0.025189593,0.320133193,2.138087411,73838.63903
25,9.010898577,0.689673115,1.449962277,27.17178597,0.023066665,0.329959177,2.193433206,84031.70286
26,7.258842409,0.873726766,1.144522566,28.31811532,0.021016465,0.33978516,2.248779,95122.14769
27,9.282773569,0.716148452,1.396358531,29.46444467,0.018982006,0.349611144,2.304124795,107147.8324
28,10.92325063,0.614847296,1.6264201,30.61077403,0.017044895,0.359437127,2.35947059,120146.6161
29,11.65786451,0.555152991,1.801305254,31.75710338,0.015392006,0.369263111,2.414816385,134156.3574
30,15.89154949,0.284289795,3.517537451,32.90343273,0.013947065,0.379089094,2.470162179,149214.9153
31,18.08634686,0.243967767,4.098902139,34.04976209,0.012511729,0.388915078,2.525507974,165360.1489
32,10.49014426,0.635073344,1.574621277,35.19609144,0.011123739,0.398741061,2.580853769,182629.9168
33,14.17302198,0.718108246,1.392547719,36.34242079,0.0098979,0.408567045,2.636199563,201062.0781
34,13.78054309,0.360984602,2.770201259,37.48875015,0.008778496,0.418393028,2.691545358,220694.4918
35,16.46599353,0.422909124,2.364574191,38.6350795,0.007752622,0.428219012,2.746891153,241565.0166
36,12.14500277,0.797176462,1.254427404,39.78140885,0.006936386,0.438044995,2.802236947,263711.5114
37,3.989422804,0.553083809,1.80804425,40.9277382,0.00631012,0.447870979,2.857582742,287171.8352
38,19.35406045,0.530779082,1.884023004,42.07406756,0.005678223,0.457696962,2.912928537,311983.8472
39,18.68310229,0.588505014,1.699220866,43.22039691,0.004978322,0.467522946,2.968274332,338185.4058
40,9.356025796,0.740845483,1.349809135,44.36672626,0.004358465,0.477348929,3.023620126,365814.3701
41,16.89367733,0.537995976,1.858749961,45.51305562,0.003861093,0.487174913,3.078965921,394908.5993
42,20.47712631,0.368160334,2.716207882,46.65938497,0.003440094,0.497000896,3.134311716,425505.9517
43,10.78669413,0.595885746,1.678174058,47.80571432,0.003129352,0.50682688,3.18965751,457644.2867
44,19.96128496,0.373287261,2.678902029,48.95204367,0.002901574,0.516652863,3.245003305,491361.463
45,14.17302198,0.615818049,1.623856271,50.09837303,0.002648017,0.526478847,3.3003491,526695.3399
46,16.94238582,0.493892026,2.024734047,51.24470238,0.002305165,0.53630483,3.355694895,563683.7756
47,12.69195873,0.813942173,1.228588508,52.39103173,0.001925878,0.546130814,3.411040689,602364.6295
48,13.94865256,0.752937764,1.328131019,53.53736109,0.0016437,0.555956797,3.466386484,642775.7607
49,13.82999283,0.674164117,1.483318341,54.68369044,0.001440167,0.565782781,3.521732279,684955.0275
50,17.72607925,0.372144835,2.687125831,55.83001979,0.001199401,0.575608764,3.577078073,728940.2891
51,14.68897703,0.770521485,1.297822344,56.97634915,0.000962075,0.585434748,3.632423868,774769.4048
52,18.16167971,0.597603935,1.673349089,58.1226785,0.000814641,0.595260731,3.687769663,822480.2328
53,20.59063482,0.524025632,1.908303598,59.26900785,0.000726035,0.605086715,3.743115457,872110.6323
54,12.77238492,0.518997468,1.926791675,60.4153372,0.000652912,0.614912698,3.798461252,923698.4623
55,15.29937496,0.772634777,1.294272572,61.56166656,0.000584359,0.624738682,3.853807047,977281.5821
56,17.94126146,0.874234762,1.143857512,62.70799591,0.000517211,0.634564665,3.909152842,1032897.85
57,18.77110859,0.511368049,1.95553868,63.85432526,0.000480921,0.644390649,3.964498636,1090585.125
58,22.90620632,0.244686311,4.086865325,65.00065462,0.00046666,0.654216632,4.019844431,1150381.266
59,12.04866474,0.462993093,2.159859434,66.14698397,0.000421987,0.664042616,4.075190226,1212324.132
60,24.8111676,0.378700897,2.640606366,67.29331332,0.000343825,0.673868599,4.13053602,1276451.582
61,16.23487273,0.811434788,1.232384924,68.43964268,0.000275084,0.683694583,4.185881815,1342801.475
62,17.85708335,0.576503845,1.734593807,69.58597203,0.000234047,0.693520566,4.24122761,1411411.669
63,19.47411606,0.672322902,1.487380539,70.73230138,0.000203499,0.70334655,4.296573405,1482320.024
64,17.15915629,0.766211971,1.305121869,71.87863073,0.000177254,0.713172533,4.351919199,1555564.399
65,19.45369956,0.879648281,1.136818,73.02496009,0.000160446,0.722998517,4.407264994,1631182.653
66,17.6635286,0.80432438,1.243279484,74.17128944,0.000144885,0.7328245,4.462610789,1709212.643
67,18.39337808,0.914774233,1.093165903,75.31761879,0.000122788,0.742650484,4.517956583,1789692.23
68,8.920620581,0.552907081,1.808622163,76.46394815,0.00010907,0.752476467,4.573302378,1872659.273
69,4.886025119,0.742685302,1.346465316,77.6102775,0.000112665,0.762302451,4.628648173,1958151.629
70,19.71920503,0.777702023,1.285839526,78.75660685,0.000114261,0.772128434,4.683993967,2046207.158
71,23.98273208,0.642707624,1.555917438,79.90293621,0.000106053,0.781954418,4.739339762,2136863.719
72,25.12286684,0.429277413,2.329495963,81.04926556,0.000100193,0.791780401,4.794685557,2230159.171
73,23.68341291,0.558314358,1.791105649,82.19559491,9.64682E-05,0.801606385,4.850031352,2326131.372
74,21.03854567,0.805654117,1.241227443,83.34192426,8.30381E-05,0.811432368,4.905377146,2424818.183
75,22.150613,0.704435249,1.41957689,84.48825362,5.764E-05,0.821258351,4.960722941,2526257.461
76,23.54382368,0.864005294,1.157400316,85.63458297,3.47808E-05,0.831084335,5.016068736,2630487.065
77,13.35612838,0.755069082,1.324382131,86.78091232,2.62155E-05,0.840910318,5.07141453,2737544.855
78,20.85534527,0.747614608,1.33758756,87.92724168,2.41439E-05,0.850736302,5.126760325,2847468.69
79,19.99545526,0.864131708,1.157231,89.07357103,1.95099E-05,0.860562285,5.18210612,2960296.427
80,6.307831305,0.644989233,1.550413479,90.21990038,1.68746E-05,0.870388269,5.237451915,3076065.926
81,12.2962269,0.510516621,1.958800085,91.36622973,2.05104E-05,0.880214252,5.292797709,3194815.046
82,8.462843753,0.718754153,1.39129631,92.51255909,2.38018E-05,0.890040236,5.348143504,3316581.647
83,19.89932618,0.661041028,1.512765407,93.65888844,2.32295E-05,0.899866219,5.403489299,3441403.586
84,6.909882989,0.605609944,1.65122784,94.80521779,1.96004E-05,0.909692203,5.458835093,3569318.722
85,17.38949085,0.867043874,1.153344174,95.95154715,1.22186E-05,0.919518186,5.514180888,3700364.917
86,24.63741924,0.799038155,1.251504692,97.0978765,4.77159E-06,0.92934417,5.569526683,3834580.026
87,12.69426563,0.75429975,1.325732906,98.24420585,1.07524E-06,0.939170153,5.624872477,3972001.909
88,15.95769122,0.581612597,1.719357534,99.39053521,1.35419E-07,0.948996137,5.680218272,4112668.427
89,21.98189959,0.839664624,1.190951687,100.5368646,8.91355E-09,0.95882212,5.735564067,4256617.441
90,13.81976598,0.649598818,1.539411668,101.6831939,4.52424E-11,0.968648104,5.790909862,4403886.794
91,10.92548431,0.68695526,1.455698877,102.8295233,1.67387E-09,0.978474087,5.846255656,4554514.371
92,25.85441473,0.557704728,1.793063514,103.9758526,3.29529E-08,0.988300071,5.901601451,4708538.004
93,15.19126945,0.806867225,1.239361284,105.122182,3.45189E-07,0.998126054,5.956947246,4865995.578
94,11.96826841,0.465502052,2.148218242,106.2685113,1.92403E-06,1.007952038,6.01229304,5026924.925
95,3.989422804,0.553083809,1.80804425,107.4148407,5.70639E-06,1.017778021,6.067638835,5191363.932
96,18.71205159,0.375647208,2.662072228,108.56117,9.0054E-06,1.027604005,6.12298463,5359350.429
97,30.62566898,0.665187228,1.50333614,109.7074994,7.56202E-06,1.037429988,6.178330425,5530922.304
98,8.920620581,0.66091978,1.513042929,110.8538287,3.37882E-06,1.047255972,6.233676219,5706117.387
99,23.54506737,0.81529475,1.226550275,112.0001581,8.03314E-07,1.057081955,6.289022014,5884973.567
100,5.641895835,0.30258996,3.30480231,113.1464874,1.01625E-07,1.066907939,6.344367809,6067528.671
101,20.24410972,0.897921876,1.113682634,,,,,
102,24.975413,0.83507657,1.197494979,,,,,
103,28.29490941,0.549410218,1.820133605,,,,,
104,13.62504035,0.910123267,1.098752264,,,,,
105,5.641895835,0.533234106,1.875348909,,,,,
106,20.14559766,0.650924878,1.536275589,,,,,
107,5.641895835,0.533234106,1.875348909,,,,,
108,24.36837294,0.761337149,1.313478531,,,,,
109,19.74663542,0.795009008,1.257847383,,,,,
110,15.76957826,0.640202981,1.562004597,,,,,
111,5.641895835,0.560584445,1.783852564,,,,,
112,16.68895295,0.558336538,1.791034495,,,,,
113,29.24620816,0.746031646,1.340425711,,,,,
114,22.56758334,0.680617106,1.469254873,,,,,
115,27.41029805,0.824588497,1.21272611,,,,,
116,22.74320921,0.74525759,1.341817935,,,,,
117,34.48838856,0.434581324,2.301065291,,,,,
118,4.383115457,0.664498938,1.504893301,,,,,
119,13.52879095,0.888196939,1.125876432,,,,,
120,8.617313764,0.605681609,1.651032466,,,,,
121,21.48369928,0.929642868,1.075681893,,,,,
122,18.23643377,0.743454781,1.345071718,,,,,
123,30.44602464,0.82369069,1.214047957,,,,,
124,28.88248808,0.832782317,1.200793989,,,,,
125,18.06287998,0.819099137,1.220853441,,,,,
126,22.03230756,0.853402199,1.171780436,,,,,
127,23.09045386,0.684013303,1.46195987,,,,,
128,6.776638735,0.608950446,1.642169748,,,,,
129,5.815533115,0.562855141,1.776656064,,,,,
130,4.347372711,0.70140954,1.425700598,,,,,
131,24.93389253,0.777832824,1.285623297,,,,,
132,4.886025119,0.742685302,1.346465316,,,,,
133,24.59820224,0.41062066,2.435337762,,,,,
134,4.886025119,0.742685302,1.346465316,,,,,
135,9.772050238,0.810654892,1.233570548,,,,,
136,34.99561784,0.768935304,1.300499528,,,,,
137,9.028197206,0.369275392,2.708006064,,,,,
138,16.44881161,0.594377012,1.682433841,,,,,
139,14.08457555,0.697023165,1.434672549,,,,,
140,7.507820967,0.805362854,1.241676339,,,,,
141,21.20407306,0.572533331,1.746623202,,,,,
142,14.65807536,0.629427866,1.588744405,,,,,
143,26.16039478,0.899776771,1.111386771,,,,,
144,7.463526652,0.617001096,1.620742663,,,,,
145,9.772050238,0.936167724,1.068184658,,,,,
146,18.06287998,0.580436779,1.722840516,,,,,
147,16.68895295,0.507937215,1.968747259,,,,,
148,36.22469443,0.926220402,1.079656633,,,,,
149,33.93266038,0.550644129,1.816054958,,,,,
150,16.20511204,0.956102164,1.045913331,,,,,
151,18.71205159,0.710925554,1.406617042,,,,,
152,25.23132522,0.867450751,1.152803198,,,,,
153,24.24912279,0.420863178,2.376069115,,,,,
154,28.40275722,0.915198342,1.092659322,,,,,
155,21.29768973,0.792630884,1.261621292,,,,,
156,12.92720736,0.626139635,1.597087844,,,,,
157,13.52879095,0.834785404,1.197912655,,,,,
158,15.83253092,0.948436213,1.054367164,,,,,
159,23.68588555,0.641799651,1.558118641,,,,,
160,29.9870877,0.585447786,1.708094254,,,,,
161,21.29768973,0.74410481,1.343896702,,,,,
162,35.59875327,0.769329801,1.299832659,,,,,
163,11.63106623,0.456718448,2.189532751,,,,,
164,33.79255416,0.68650547,1.456652631,,,,,
165,38.88771952,0.540662939,1.849581187,,,,,
166,18.28183198,0.846336561,1.181563041,,,,,
167,23.85327905,0.579042317,1.726989498,,,,,
168,14.65807536,0.593358158,1.685322745,,,,,
169,14.38406848,0.655716299,1.525049783,,,,,
170,21.85096861,0.461301322,2.167780479,,,,,
171,21.85096861,0.73364353,1.363059795,,,,,
172,20.92070968,0.748152452,1.336625974,,,,,
173,17.15915629,0.722847924,1.383416852,,,,,
174,9.873317712,0.656808079,1.522514768,,,,,
175,10.17107236,0.735836292,1.358997933,,,,,
176,25.89285998,0.943203326,1.060216787,,,,,
177,10.92548431,0.529381805,1.888995788,,,,,
178,31.57067993,0.84470542,1.183844659,,,,,
179,18.49819255,0.699005739,1.430603419,,,,,
180,17.38949085,0.683153045,1.463800838,,,,,
181,21.6681121,0.873867847,1.144337789,,,,,
182,16.44881161,0.783933845,1.275617842,,,,,
183,12.61566261,0.710397207,1.407663192,,,,,
184,16.44881161,0.704537147,1.419371575,,,,,
185,10.92548431,0.895324999,1.116912854,,,,,
186,8.920620581,0.553635425,1.806242801,,,,,
187,16.92568751,0.81158872,1.232151181,,,,,
188,10.17107236,0.341484241,2.92839282,,,,,
189,6.307831305,0.727687392,1.374216472,,,,,
190,13.60211827,0.625849765,1.597827556,,,,,
191,28.55992093,0.824985918,1.212141903,,,,,
192,28.97485677,0.768819291,1.30069577,,,,,
193,23.3048545,0.824629221,1.21266622,,,,,
194,11.96826841,0.867878896,1.152234494,,,,,
195,33.25848545,0.804228529,1.243427662,,,,,
196,11.54522693,0.442721859,2.258754518,,,,,
197,23.43255329,0.706839581,1.414748164,,,,,
198,19.54410048,0.657038653,1.521980473,,,,,
199,23.0041341,0.899810829,1.111344705,,,,,
200,29.04343641,0.813859058,1.228713976,,,,,
201,17.15915629,0.699997538,1.428576452,,,,,
202,32.65483301,0.648549754,1.54190175,,,,,
203,15.95769122,0.74681724,1.339015687,,,,,
204,49.56649379,0.951384283,1.051099979,,,,,
205,17.84124116,0.604365779,1.654627105,,,,,
206,20.14559766,0.66809753,1.496787453,,,,,
207,22.150613,0.720228922,1.388447436,,,,,
208,26.91012804,0.713503258,1.401535297,,,,,
209,24.83395668,0.810500608,1.233805366,,,,,
210,16.20511204,0.86223812,1.15977243,,,,,
211,17.15915629,0.694780297,1.439303912,,,,,
212,22.96085253,0.740144603,1.351087335,,,,,
213,10.64884486,0.703633983,1.421193439,,,,,
214,26.91012804,0.551913229,1.811879018,,,,,
215,32.89762321,0.963982778,1.037362931,,,,,
216,21.11004123,0.436526185,2.290813322,,,,,
217,5.641895835,1,1,,,,,
218,26.61276943,0.596842112,1.675484989,,,,,
219,40.8223635,0.567675847,1.761568692,,,,,
220,13.96297981,0.67135208,1.489531395,,,,,
221,16.38822646,0.872440755,1.146209636,,,,,
222,18.28183198,0.685748312,1.458260971,,,,,
223,16.08187746,0.841034309,1.189012135,,,,,
224,22.74320921,0.908332349,1.100918624,,,,,
225,12.92720736,0.587674336,1.701622715,,,,,
226,23.643852,0.765196061,1.306854611,,,,,
227,16.92568751,0.831357539,1.202851905,,,,,
228,17.38949085,0.754414495,1.325531265,,,,,
229,20.34214473,0.935038825,1.069474307,,,,,
230,13.30638472,0.729127238,1.371502734,,,,,
231,8.920620581,0.828345589,1.2072256,,,,,
232,41.41128484,0.784079474,1.275380918,,,,,
233,21.48369928,0.789170587,1.267153155,,,,,
234,10.55502061,0.791422918,1.263546932,,,,,
235,10.55502061,0.666655537,1.500025043,,,,,
236,6.307831305,0.644989233,1.550413479,,,,,
237,17.84124116,0.774775362,1.290696697,,,,,
238,22.43496172,0.944584065,1.058667023,,,,,
239,38.24735472,0.487178341,2.05263641,,,,,
240,19.54410048,0.278898184,3.58553787,,,,,
241,11.88958011,0.53247924,1.878007489,,,,,
242,22.03230756,0.463018666,2.159740143,,,,,
243,20.53681083,0.563311578,1.775216485,,,,,
244,18.71205159,0.646259415,1.547366239,,,,,
246,13.81976598,0.819388398,1.220422455,,,,,
247,6.615709286,0.658097765,1.519531069,,,,,
248,23.26213246,0.796953923,1.254777687,,,,,
249,18.97598637,0.662600034,1.509206081,,,,,
250,23.09045386,0.716382803,1.395901739,,,,,
251,50.54572931,0.697869642,1.432932369,,,,,
252,17.58855937,0.633714105,1.577998646,,,,,
253,13.19377577,0.737030356,1.356796219,,,,,
254,7.595634725,0.535126424,1.868717288,,,,,
255,17.15915629,0.751584479,1.330522419,,,,,
256,3.989422804,0.553083809,1.80804425,,,,,
257,25.30349923,0.437833685,2.283972279,,,,,
258,8.462843753,0.62008576,1.612680155,,,,,
259,12.2962269,0.565673796,1.767803294,,,,,
260,9.356025796,0.535452979,1.86757762,,,,,
261,28.90611443,0.642122297,1.557335737,,,,,
262,20.92070968,0.812461455,1.230827622,,,,,
263,10.26840542,0.58783658,1.701153066,,,,,
264,36.9963851,0.82372053,1.214003977,,,,,
265,20.48831771,0.781999937,1.278772481,,,,,
266,25.62253189,0.524166889,1.907789335,,,,,
267,13.23141857,0.56666674,1.764705653,,,,,
268,3.989422804,0.553083809,1.80804425,,,,,
269,18.71205159,0.787738432,1.269456916,,,,,
271,52.54082669,0.34670136,2.884326729,,,,,
272,16.3274165,0.697318822,1.434064259,,,,,
273,23.26213246,0.935603144,1.068829243,,,,,
274,21.11004123,0.950644322,1.051918132,,,,,
275,9.772050238,0.640029967,1.562426841,,,,,
276,17.8969082,0.805357045,1.241685294,,,,,
277,53.44933328,0.475217946,2.104297635,,,,,
278,45.47140779,0.386721203,2.585842181,,,,,
279,26.16039478,0.778983111,1.283724878,,,,,
280,23.93653682,0.646598583,1.54655458,,,,,
281,40.97663541,0.497009082,2.012035669,,,,,
282,9.031439992,0.737968804,1.35507083,,,,,
283,19.13259964,0.513545386,1.94724756,,,,,
284,10.55502061,0.351420476,2.845594008,,,,,
285,19.33944457,0.69089021,1.447407975,,,,,
286,7.978845608,0.662112259,1.510317906,,,,,
287,6.909882989,0.818367498,1.221944911,,,,,
288,51.06113721,0.514261223,1.944537048,,,,,
289,14.27996046,0.849566194,1.177071318,,,,,
290,12.0648439,0.549913265,1.818468592,,,,,
291,9.356025796,0.750090239,1.333172927,,,,,
292,6.909882989,0.458211433,2.182398621,,,,,
293,14.9270533,0.643712387,1.553488824,,,,,
294,17.15915629,0.729602574,1.3706092,,,,,
295,53.66474332,0.469645672,2.129264807,,,,,
296,49.3537455,0.459880515,2.174477863,,,,,
297,44.95851173,0.360840779,2.771305399,,,,,
298,16.26637922,0.850297785,1.176058573,,,,,
299,4.886025119,0.742685302,1.346465316,,,,,
300,27.63953196,0.802149851,1.246649861,,,,,
301,17.15915629,0.48831821,2.04784499,,,,,
302,17.82524397,0.787343801,1.270093189,,,,,
303,14.9270533,0.67082125,1.490710081,,,,,
304,20.34214473,0.568495792,1.759027972,,,,,
305,30.11948166,0.780394635,1.281402967,,,,,
306,38.60166,0.872422257,1.146233939,,,,,
307,5.641895835,0.533234106,1.875348909,,,,,
308,33.79255416,0.565526707,1.768263086,,,,,
309,13.41804864,0.533881115,1.873076182,,,,,
310,48.97209459,0.525782886,1.901925732,,,,,
311,11.63106623,0.821969265,1.216590502,,,,,
312,20.34214473,0.849051882,1.177784328,,,,,
313,16.44881161,0.729957618,1.36994255,,,,,
314,16.20511204,0.548834937,1.822041443,,,,,
315,21.39864562,0.762908821,1.310772628,,,,,
316,28.90611443,0.608511157,1.643355242,,,,,
317,15.95769122,0.55457724,1.803175334,,,,,
318,13.81976598,0.933820073,1.070870106,,,,,
319,20.14559766,0.401140463,2.492892369,,,,,
320,4.886025119,0.742685302,1.346465316,,,,,
321,33.01834884,0.565230966,1.769188278,,,,,
322,10.55502061,0.512828497,1.949969639,,,,,
323,34.08564338,0.798860048,1.251783716,,,,,
324,31.79046852,0.579900451,1.724433905,,,,,
325,52.24468656,0.676325197,1.478578656,,,,,
326,21.48369928,0.700680214,1.427184584,,,,,
327,6.909882989,0.654104032,1.528808799,,,,,
328,32.56331998,0.784868516,1.274098756,,,,,
329,16.92568751,0.577984641,1.73014978,,,,,
330,32.89762321,0.482370669,2.073094539,,,,,
331,5.641895835,1,1,,,,,0
332,18.11786605,0.63762351,1.568323602,,,,,0
333,10.17107236,0.460065177,2.173605068,,,,,0
334,10.17107236,0.486618651,2.054997271,,,,,0
335,28.82570783,0.860919339,1.161549003,,,,,0
336,22.56758334,0.786671277,1.27117899,,,,,0
337,41.93640568,0.643523306,1.553945273,,,,,0
338,49.82787485,0.556403982,1.797255291,,,,,0
339,21.43734821,0.902777756,1.107692334,,,,,0
340,26.00785474,0.883332764,1.132076201,,,,,0
341,9.772050238,0.843497505,1.185539962,,,,,0
342,16.68895295,0.475457847,2.103235875,,,,,0
343,23.09045386,0.564257986,1.772238983,,,,,0
344,36.96276119,0.767100432,1.303610268,,,,,0
345,12.2962269,0.49667649,2.013382997,,,,,0
346,9.514167009,0.778563985,1.28441595,,,,,0
347,28.62949453,0.810403652,1.233952978,,,,,0
348,28.20947918,0.825943324,1.210736828,,,,,0
349,11.96826841,0.819403483,1.220399986,,,,,0
350,23.09045386,0.636254322,1.571698556,,,,,0
351,16.26637922,0.885672726,1.129085237,,,,,0
352,18.55188843,0.613503744,1.629981902,,,,,0
353,27.78311491,0.796902244,1.254859059,,,,,0
354,18.06287998,0.750080636,1.333189997,,,,,0
355,15.95769122,0.861344216,1.160976043,,,,,0
356,18.28183198,0.679690479,1.471257919,,,,,0
357,12.77238492,0.956823052,1.045125321,,,,,0
358,32.53275844,0.712180188,1.404139033,,,,,0
359,4.886025119,0.391394258,2.554968502,,,,,0
360,31.13177298,0.796874013,1.254903515,,,,,0
361,4.886025119,0.742685302,1.346465316,,,,,0
362,9.772050238,0.448003202,2.232126902,,,,,0
363,24.75371752,0.814783002,1.227320646,,,,,0
364,14.65807536,0.904599507,1.10546158,,,,,0
365,25.23132522,0.855879792,1.168388376,,,,,0
366,21.29768973,0.770115556,1.298506428,,,,,0
367,22.25690366,0.547186267,1.827531244,,,,,0
368,5.641895835,1,1,,,,,0
369,43.65639064,0.580905222,1.721451216,,,,,0
370,19.7969454,0.691305099,1.446539308,,,,,0
371,9.772050238,0.936167724,1.068184658,,,,,0
372,36.67232293,0.626937474,1.595055395,,,,,0
373,10.17107236,0.884347021,1.130777824,,,,,0
374,36.72653186,0.763832305,1.309187885,,,,,0
375,21.11004123,0.797554925,1.253832142,,,,,0
376,24.4708086,0.900448693,1.110557445,,,,,0
377,18.97598637,0.788231881,1.268662209,,,,,0
378,7.19203424,0.526714233,1.898562706,,,,,0
379,23.47496519,0.600631973,1.664913032,,,,,0
380,12.2962269,0.401464517,2.490880158,,,,,0
381,30.34978143,0.457066537,2.187865263,,,,,0
382,8.462843753,0.891929031,1.121165435,,,,,0
383,61.09159857,0.539574624,1.853311768,,,,,0
384,13.96297981,0.447919194,2.232545544,,,,,0
385,15.45096808,0.704878327,1.418684561,,,,,0
386,34.28931528,0.780689612,1.280918799,,,,,0
387,8.462843753,0.516205145,1.937214322,,,,,0
388,16.92568751,0.858644632,1.164626159,,,,,0
389,30.64333801,0.908303813,1.100953212,,,,,0
390,14.72578045,0.781336829,1.279857755,,,,,0
391,10.92548431,0.573297225,1.744295902,,,,,0
392,7.463526652,0.475149955,2.104598747,,,,,0
393,32.16375491,0.916706333,1.090861887,,,,,0
394,19.84712786,0.79022816,1.265457308,,,,,0
395,22.39057996,0.669599132,1.493430848,,,,,0
396,18.42423568,0.694728043,1.43941217,,,,,0
397,20.58376721,0.778725066,1.284150265,,,,,0
398,23.93653682,0.973583947,1.027132795,,,,,0
399,14.65807536,0.674114399,1.483427741,,,,,0
400,10.17107236,0.611745311,1.634667208,,,,,0
401,6.307831305,0.644989233,1.550413479,,,,,0
402,3.989422804,0.553083809,1.80804425,,,,,0
403,7.463526652,0.514969289,1.941863371,,,,,0
404,27.3501048,0.842039385,1.187592906,,,,,0
405,11.32778323,0.864950066,1.156136104,,,,,0
406,14.9270533,0.540031217,1.851744803,,,,,0
407,28.49017743,0.666200734,1.501049081,,,,,0
408,20.14559766,0.679152965,1.472422344,,,,,0
409,15.19126945,0.390929732,2.558004468,,,,,0
410,17.84124116,0.529258979,1.889434172,,,,,0
411,10.26840542,0.604475246,1.654327462,,,,,0
412,47.53945931,0.431832539,2.315712479,,,,,0
413,14.24508871,0.660577532,1.513826844,,,,,0
414,3.989422804,0.553083809,1.80804425,,,,,0
415,12.61566261,0.81581599,1.22576661,,,,,0
416,18.60542935,0.597597217,1.673367899,,,,,0
417,12.94002562,0.408806581,2.446144575,,,,,0
418,36.20827038,0.598985638,1.669489111,,,,,0
419,3.989422804,0.553083809,1.80804425,,,,,0
420,27.20423653,0.616736865,1.621437046,,,,,0
421,13.23141857,0.397097686,2.518272039,,,,,0
422,4.886025119,0.742685302,1.346465316,,,,,0
423,5.368198176,0.465571058,2.147899839,,,,,0
424,11.96826841,0.847586851,1.179820096,,,,,0
425,24.91393743,0.597738186,1.672973256,,,,,0
426,18.11786605,0.758577479,1.318256906,,,,,0
427,30.3825389,0.847713446,1.179643905,,,,,0
428,18.06287998,0.58771833,1.70149534,,,,,0
429,31.28582586,0.706713847,1.414999867,,,,,0
430,25.70005863,0.786252362,1.271856275,,,,,0
431,7.463526652,0.68794255,1.453609752,,,,,0
432,17.95240262,0.459002156,2.178639005,,,,,0
433,20.04660149,0.738686224,1.353754772,,,,,0
434,29.85410661,0.770581592,1.297721112,,,,,0
435,5.641895835,1,1,,,,,0
436,9.772050238,0.564834741,1.770429344,,,,,0
437,18.00772602,0.579726067,1.724952622,,,,,0
438,14.38406848,0.849138594,1.177664056,,,,,0
439,6.909882989,0.818367498,1.221944911,,,,,0
440,36.01545205,0.831493486,1.202655242,,,,,0
441,17.38949085,0.764719889,1.307668356,,,,,0
442,20.14559766,0.765158171,1.306919325,,,,,0
443,21.6681121,0.694297292,1.440305201,,,,,0
444,8.462843753,0.731253046,1.367515672,,,,,0
445,29.45156091,0.497832204,2.008708944,,,,,0
446,6.307831305,0.644989233,1.550413479,,,,,0
447,14.10473959,0.588592049,1.698969604,,,,,0
448,27.63953196,0.860501929,1.162112444,,,,,0
449,13.23141857,0.962753787,1.038687163,,,,,0
450,31.28582586,0.733540099,1.363251991,,,,,0
451,7.463526652,0.505442023,1.978466283,,,,,0
452,6.909882989,0.696363578,1.436031451,,,,,0
453,26.31205052,0.627415059,1.593841248,,,,,0
